"city_name","admin_ward","latitude","longitude","cluster","risk_level"
"Sao Paulo, Brazil","Sector 30",-23.584633,-46.57009,2,"Bajo"
"Buenos Aires, Argentina","Borough Central",-34.629047,-58.353671,2,"Bajo"
"Paris, France","Zone I",48.792233,2.396271,2,"Bajo"
"San Francisco, USA","District 1",37.698102,-122.428617,2,"Bajo"
"Ahmedabad, India","Ward F",22.999735,72.739378,1,"Alto"
"Ahmedabad, India","Ward H",22.986481,72.553506,3,"Medio"
"Bogotá, Colombia","Zone II",4.777081,-74.120164,1,"Alto"
"San Francisco, USA","Borough Riverside",37.845991,-122.501941,1,"Alto"
"San Francisco, USA","Zone V",37.749579,-122.331745,2,"Bajo"
"Guangzhou, China","Zone V",23.232045,113.10784,2,"Bajo"
"Auckland, New Zealand","District 11",-36.856944,174.696706,2,"Bajo"
"Rio de Janeiro, Brazil","Zone V",-22.879527,-43.183073,2,"Bajo"
"Philadelphia, USA","Sector 9",39.880331,-75.272589,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 9",10.768939,106.772404,3,"Medio"
"New York, USA","Sector 21",40.68658,-73.934226,2,"Bajo"
"Philadelphia, USA","Sector 25",39.83917,-75.215199,2,"Bajo"
"Doha, Qatar","Zone I",25.199946,51.724874,3,"Medio"
"Riyadh, Saudi Arabia","District 6",24.714689,46.683165,3,"Medio"
"Pune, India","Zone I",18.521728,73.7889,3,"Medio"
"Colombo, Sri Lanka","Zone IV",6.967384,79.685941,1,"Alto"
"Ahmedabad, India","Borough West",22.962895,72.566254,3,"Medio"
"Ho Chi Minh City, Vietnam","District 10",10.856407,106.620472,2,"Bajo"
"Lima, Peru","Borough Harbor",-11.959881,-77.049269,3,"Medio"
"Hyderabad, India","District 20",17.420398,78.439156,2,"Bajo"
"Istanbul, Türkiye","District 5",41.089486,28.950703,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 8",10.695213,106.619548,2,"Bajo"
"Bengaluru, India","District 4",13.044352,77.540087,3,"Medio"
"Ahmedabad, India","District 4",22.927511,72.390875,3,"Medio"
"Hanoi, Vietnam","Ward J",21.124363,105.753075,2,"Bajo"
"New Orleans, USA","Sector 4",30.030359,-90.147191,2,"Bajo"
"Tokyo, Japan","Borough Central",35.600976,139.647244,3,"Medio"
"Nairobi, Kenya","Sector 25",-1.29611,36.827874,2,"Bajo"
"Houston, USA","Ward F",29.81638,-95.317252,2,"Bajo"
"Doha, Qatar","Borough Old Town",25.249653,51.513268,1,"Alto"
"London, UK","District 24",51.523637,-0.090442,2,"Bajo"
"Jakarta, Indonesia","District 25",-6.283434,106.788739,2,"Bajo"
"Barcelona, Spain","Borough Delta",41.399764,2.156793,3,"Medio"
"Tokyo, Japan","Ward D",35.643635,139.529462,3,"Medio"
"Istanbul, Türkiye","District 24",41.056322,28.958126,2,"Bajo"
"Philadelphia, USA","Sector 12",39.906681,-75.123845,2,"Bajo"
"Bangkok, Thailand","Borough Delta",13.77988,100.552877,1,"Alto"
"Rio de Janeiro, Brazil","District 24",-22.889867,-43.235924,3,"Medio"
"Dubai, UAE","Sector 22",25.231195,55.344203,2,"Bajo"
"Mumbai, India","Zone II",18.999089,72.925349,3,"Medio"
"Delhi, India","Ward G",28.51214,77.296243,3,"Medio"
"Hanoi, Vietnam","Ward F",21.012153,105.883128,1,"Alto"
"Riyadh, Saudi Arabia","Borough North",24.676329,46.616799,2,"Bajo"
"Rome, Italy","Ward H",41.911687,12.502315,2,"Bajo"
"Ho Chi Minh City, Vietnam","Ward E",10.881839,106.534308,2,"Bajo"
"Osaka, Japan","Sector 15",34.620757,135.481819,2,"Bajo"
"Durban, South Africa","Borough Harbor",-29.958124,30.936583,1,"Alto"
"Lima, Peru","Zone III",-11.987053,-76.964367,2,"Bajo"
"Amsterdam, Netherlands","Sector 20",52.420899,4.899613,1,"Alto"
"Mumbai, India","Sector 21",19.082327,72.881707,1,"Alto"
"Durban, South Africa","Borough Central",-29.848704,31.01527,3,"Medio"
"Taipei, Taiwan","Zone IX",25.042683,121.590499,2,"Bajo"
"Nairobi, Kenya","District 5",-1.226828,36.91117,1,"Alto"
"Seoul, South Korea","Ward G",37.587468,127.03977,2,"Bajo"
"Copenhagen, Denmark","Ward B",55.59991,12.473685,2,"Bajo"
"Tehran, Iran","Borough Old Town",35.577267,51.256068,3,"Medio"
"Accra, Ghana","Ward H",5.693714,-0.111277,2,"Bajo"
"Kolkata, India","Ward E",22.654054,88.245119,3,"Medio"
"San Francisco, USA","Zone VII",37.633465,-122.371309,1,"Alto"
"Nairobi, Kenya","Zone VI",-1.312233,36.797758,3,"Medio"
"Bogotá, Colombia","Sector 23",4.722633,-73.985803,2,"Bajo"
"Mexico City, Mexico","Zone X",19.374661,-99.166191,2,"Bajo"
"Kolkata, India","Sector 5",22.567573,88.422976,2,"Bajo"
"Istanbul, Türkiye","Zone VIII",41.074965,29.002537,2,"Bajo"
"Taipei, Taiwan","District 7",24.889946,121.60109,2,"Bajo"
"Durban, South Africa","District 1",-29.869881,31.020632,2,"Bajo"
"Doha, Qatar","Sector 18",25.329228,51.516711,3,"Medio"
"Pune, India","Zone III",18.681591,73.866797,3,"Medio"
"Cape Town, South Africa","District 29",-33.903752,18.415667,1,"Alto"
"New York, USA","Zone V",40.606519,-74.051018,3,"Medio"
"Lima, Peru","District 2",-11.999874,-77.080201,3,"Medio"
"Dhaka, Bangladesh","Zone VIII",23.829972,90.514408,3,"Medio"
"Delhi, India","Sector 19",28.673303,77.146035,2,"Bajo"
"Miami, USA","Borough Hillside",25.789772,-80.18456,2,"Bajo"
"Accra, Ghana","District 4",5.615262,-0.125624,3,"Medio"
"Manila, Philippines","Borough North",14.615085,120.851105,1,"Alto"
"Lima, Peru","Zone X",-11.980449,-77.098557,3,"Medio"
"Kolkata, India","Sector 17",22.624083,88.335103,3,"Medio"
"Accra, Ghana","Borough Old Town",5.638587,-0.232134,3,"Medio"
"Istanbul, Türkiye","District 30",41.115292,28.873608,1,"Alto"
"Jakarta, Indonesia","Ward H",-6.170562,106.805685,2,"Bajo"
"Colombo, Sri Lanka","Sector 18",6.876262,79.865923,3,"Medio"
"Accra, Ghana","Borough Delta",5.499996,-0.13497,2,"Bajo"
"Miami, USA","Sector 7",25.765581,-80.161092,3,"Medio"
"Durban, South Africa","Borough South",-29.966255,30.935253,2,"Bajo"
"Istanbul, Türkiye","Ward J",41.032421,29.010764,2,"Bajo"
"Cape Town, South Africa","Ward C",-33.883577,18.394722,1,"Alto"
"Shenzhen, China","Borough South",22.575391,113.910518,2,"Bajo"
"Rotterdam, Netherlands","Sector 13",52.039614,4.56731,1,"Alto"
"Hyderabad, India","Borough Riverside",17.3143,78.469074,2,"Bajo"
"Hyderabad, India","Zone III",17.440364,78.501849,2,"Bajo"
"Taipei, Taiwan","Zone V",24.935972,121.701897,1,"Alto"
"Rotterdam, Netherlands","Borough South",51.860596,4.553773,3,"Medio"
"Manila, Philippines","Borough South",14.672318,120.987996,1,"Alto"
"Bogotá, Colombia","Sector 4",4.665849,-74.06816,1,"Alto"
"Rio de Janeiro, Brazil","Sector 1",-22.952251,-43.148138,2,"Bajo"
"Cape Town, South Africa","Borough Harbor",-33.927161,18.299559,3,"Medio"
"Buenos Aires, Argentina","Borough Harbor",-34.564217,-58.207779,3,"Medio"
"Paris, France","Zone III",48.882927,2.410389,2,"Bajo"
"Bengaluru, India","Borough North",12.931277,77.605341,3,"Medio"
"Nairobi, Kenya","Zone III",-1.145813,36.797676,2,"Bajo"
"Brisbane, Australia","District 13",-27.535273,152.995735,2,"Bajo"
"Kuala Lumpur, Malaysia","District 10",3.080734,101.558443,2,"Bajo"
"Durban, South Africa","District 28",-29.883592,31.13875,2,"Bajo"
"New York, USA","District 23",40.769971,-73.979319,1,"Alto"
"Istanbul, Türkiye","District 10",40.965267,28.973776,3,"Medio"
"Montreal, Canada","Sector 12",45.433994,-73.484913,2,"Bajo"
"Rome, Italy","Borough Old Town",41.899949,12.453931,2,"Bajo"
"Ho Chi Minh City, Vietnam","Ward K",10.830979,106.581071,1,"Alto"
"Dhaka, Bangladesh","Ward C",23.724277,90.489794,2,"Bajo"
"Seoul, South Korea","Sector 25",37.584677,127.063875,1,"Alto"
"Bogotá, Colombia","Sector 4",4.795654,-74.033713,3,"Medio"
"Kuala Lumpur, Malaysia","Sector 15",3.17311,101.681728,1,"Alto"
"Copenhagen, Denmark","Zone IX",55.630915,12.64334,3,"Medio"
"Sydney, Australia","Sector 21",-33.895918,151.154166,3,"Medio"
"Dubai, UAE","Borough Old Town",25.299828,55.237903,3,"Medio"
"Nairobi, Kenya","Borough North",-1.3392,36.764281,3,"Medio"
"Taipei, Taiwan","District 30",25.10365,121.588294,2,"Bajo"
"Sao Paulo, Brazil","District 24",-23.553697,-46.517365,2,"Bajo"
"Rome, Italy","Ward C",41.868096,12.422526,2,"Bajo"
"Delhi, India","Zone II",28.706883,77.384812,3,"Medio"
"Shenzhen, China","Ward C",22.506622,114.114022,2,"Bajo"
"Delhi, India","Ward I",28.618661,77.141702,1,"Alto"
"Bogotá, Colombia","Sector 14",4.739799,-73.977001,1,"Alto"
"Dubai, UAE","Sector 21",25.063237,55.199687,2,"Bajo"
"Sao Paulo, Brazil","Ward E",-23.659598,-46.544649,2,"Bajo"
"Istanbul, Türkiye","Sector 6",41.06223,29.035667,2,"Bajo"
"Philadelphia, USA","Ward G",39.883157,-75.099782,3,"Medio"
"Dhaka, Bangladesh","Borough East",23.851134,90.49994,2,"Bajo"
"Philadelphia, USA","Ward E",39.972205,-75.071289,2,"Bajo"
"Lagos, Nigeria","District 27",6.740203,3.432489,2,"Bajo"
"Auckland, New Zealand","Sector 12",-36.908361,174.833148,2,"Bajo"
"Taipei, Taiwan","District 13",25.072586,121.637115,1,"Alto"
"Lagos, Nigeria","District 6",6.462764,3.327888,3,"Medio"
"Lima, Peru","Ward G",-12.076004,-76.937523,1,"Alto"
"London, UK","Borough Central",51.516063,-0.109523,2,"Bajo"
"Karachi, Pakistan","Sector 26",24.788221,67.041661,3,"Medio"
"Miami, USA","Ward F",25.678955,-80.195459,1,"Alto"
"Buenos Aires, Argentina","Sector 1",-34.690929,-58.472918,1,"Alto"
"Lagos, Nigeria","Sector 22",6.496754,3.2258,2,"Bajo"
"Sydney, Australia","District 12",-33.821223,151.242238,2,"Bajo"
"Ho Chi Minh City, Vietnam","Sector 1",10.913843,106.692256,3,"Medio"
"Rio de Janeiro, Brazil","District 20",-22.908434,-43.127816,2,"Bajo"
"Sao Paulo, Brazil","Borough Delta",-23.488406,-46.773103,2,"Bajo"
"Paris, France","Ward B",48.849606,2.385015,3,"Medio"
"Sydney, Australia","Sector 19",-33.785383,151.240146,1,"Alto"
"Bangkok, Thailand","Borough North",13.7912,100.565226,2,"Bajo"
"Doha, Qatar","Ward H",25.335047,51.58992,2,"Bajo"
"Barcelona, Spain","Borough Harbor",41.445723,2.154841,2,"Bajo"
"Hanoi, Vietnam","Zone IV",20.962732,105.806597,2,"Bajo"
"Hong Kong, China","District 8",22.322486,114.298038,3,"Medio"
"Lagos, Nigeria","Zone X",6.572411,3.44056,2,"Bajo"
"Istanbul, Türkiye","District 18",40.909137,28.925473,3,"Medio"
"Sydney, Australia","District 10",-33.85022,151.235248,3,"Medio"
"Durban, South Africa","District 27",-29.868751,31.08669,2,"Bajo"
"Amsterdam, Netherlands","Ward G",52.365089,4.866484,2,"Bajo"
"Amsterdam, Netherlands","Zone V",52.238417,5.034896,3,"Medio"
"Vancouver, Canada","Zone IV",49.21732,-123.105318,2,"Bajo"
"Riyadh, Saudi Arabia","Zone X",24.710403,46.649768,2,"Bajo"
"Sydney, Australia","District 12",-33.857486,151.344074,2,"Bajo"
"Seoul, South Korea","Zone IV",37.451855,126.841319,2,"Bajo"
"Kolkata, India","Ward J",22.597976,88.403509,3,"Medio"
"Buenos Aires, Argentina","Sector 16",-34.527147,-58.364573,3,"Medio"
"Hanoi, Vietnam","Zone X",20.949414,105.798996,3,"Medio"
"Sydney, Australia","Zone VII",-33.915805,151.185478,1,"Alto"
"Rio de Janeiro, Brazil","Borough Hillside",-22.919874,-43.06313,1,"Alto"
"Guangzhou, China","Zone II",23.203753,113.294124,2,"Bajo"
"Guangzhou, China","Sector 22",23.217971,113.179588,2,"Bajo"
"Cape Town, South Africa","District 10",-34.001171,18.43076,3,"Medio"
"Hanoi, Vietnam","District 15",21.10357,105.710172,2,"Bajo"
"Rome, Italy","Ward G",41.924244,12.483199,2,"Bajo"
"Athens, Greece","Ward K",37.810721,23.762692,3,"Medio"
"Paris, France","Zone III",48.998964,2.328633,2,"Bajo"
"Karachi, Pakistan","Ward C",24.866421,66.958002,3,"Medio"
"Dubai, UAE","Sector 8",25.230442,55.221772,3,"Medio"
"Kuala Lumpur, Malaysia","District 25",3.062267,101.616347,3,"Medio"
"Tehran, Iran","Ward I",35.621826,51.334416,3,"Medio"
"Bogotá, Colombia","Borough North",4.696227,-74.208417,3,"Medio"
"Doha, Qatar","Zone V",25.35973,51.621339,3,"Medio"
"Guangzhou, China","Borough South",23.164792,113.204835,2,"Bajo"
"Houston, USA","Borough Hillside",29.623672,-95.481678,2,"Bajo"
"Hanoi, Vietnam","Zone X",20.992364,105.91933,1,"Alto"
"Taipei, Taiwan","Zone X",24.915453,121.623325,3,"Medio"
"Copenhagen, Denmark","Sector 25",55.787396,12.554853,1,"Alto"
"Paris, France","District 8",48.761506,2.279032,1,"Alto"
"New Orleans, USA","District 20",29.993916,-90.124973,2,"Bajo"
"Rotterdam, Netherlands","Zone II",52.016854,4.38432,3,"Medio"
"Philadelphia, USA","Sector 20",39.982121,-75.17028,2,"Bajo"
"Lima, Peru","Sector 8",-11.99669,-77.191942,3,"Medio"
"Tokyo, Japan","District 25",35.682099,139.728964,2,"Bajo"
"Houston, USA","Zone IV",29.724891,-95.267475,2,"Bajo"
"Philadelphia, USA","Borough Harbor",39.872179,-75.078438,2,"Bajo"
"Doha, Qatar","District 7",25.175249,51.602579,1,"Alto"
"Dubai, UAE","Sector 2",25.006856,55.272927,3,"Medio"
"Ahmedabad, India","District 9",23.006888,72.603361,2,"Bajo"
"Accra, Ghana","Sector 30",5.615897,-0.220944,2,"Bajo"
"Miami, USA","Zone III",25.750458,-80.115828,3,"Medio"
"Amsterdam, Netherlands","Ward G",52.264567,4.856939,2,"Bajo"
"Jakarta, Indonesia","District 18",-6.1315,106.913555,2,"Bajo"
"Taipei, Taiwan","Zone III",25.023869,121.611464,3,"Medio"
"Manila, Philippines","Borough South",14.568699,120.971235,1,"Alto"
"Athens, Greece","Sector 3",37.955957,23.657734,1,"Alto"
"Tehran, Iran","Sector 18",35.680205,51.389679,1,"Alto"
"Auckland, New Zealand","Borough South",-36.861797,174.712693,2,"Bajo"
"Singapore, Singapore","Ward F",1.252309,103.854667,1,"Alto"
"Rio de Janeiro, Brazil","Zone IX",-22.944504,-43.127643,3,"Medio"
"London, UK","Borough Hillside",51.486471,-0.184546,3,"Medio"
"Pune, India","Borough South",18.566523,73.879818,2,"Bajo"
"Guangzhou, China","Sector 20",23.084975,113.294863,2,"Bajo"
"Delhi, India","Borough West",28.548825,77.28749,2,"Bajo"
"Hanoi, Vietnam","Sector 5",20.976332,105.909185,2,"Bajo"
"Rio de Janeiro, Brazil","Sector 12",-22.95048,-43.107141,1,"Alto"
"Taipei, Taiwan","Ward E",24.915641,121.535731,3,"Medio"
"Bengaluru, India","Sector 28",13.096619,77.745298,3,"Medio"
"Rome, Italy","District 23",41.963134,12.411697,3,"Medio"
"Dubai, UAE","Borough Riverside",25.262453,55.290175,2,"Bajo"
"Hanoi, Vietnam","Ward D",21.06506,105.831464,1,"Alto"
"Washington DC, USA","Ward E",38.972791,-77.073906,2,"Bajo"
"Rotterdam, Netherlands","Sector 22",52.070673,4.404017,1,"Alto"
"Mexico City, Mexico","Ward D",19.442076,-99.139077,3,"Medio"
"Rome, Italy","Sector 11",41.96101,12.37277,2,"Bajo"
"Hamburg, Germany","Zone I",53.539526,10.03608,3,"Medio"
"Tokyo, Japan","Zone III",35.708829,139.649493,2,"Bajo"
"Sao Paulo, Brazil","District 18",-23.487059,-46.749838,3,"Medio"
"Singapore, Singapore","Zone VII",1.330576,103.715584,2,"Bajo"
"Brisbane, Australia","Zone III",-27.340339,153.135637,2,"Bajo"
"Mumbai, India","Ward K",19.092199,72.943521,3,"Medio"
"Mumbai, India","District 1",18.979018,73.018621,2,"Bajo"
"Lagos, Nigeria","Zone II",6.592352,3.488523,1,"Alto"
"Doha, Qatar","Zone IX",25.252322,51.539407,1,"Alto"
"London, UK","Zone VII",51.485491,-0.146689,2,"Bajo"
"Philadelphia, USA","Zone III",39.971407,-75.106479,2,"Bajo"
"Athens, Greece","District 24",37.866733,23.730246,2,"Bajo"
"Paris, France","Zone IV",48.728522,2.528125,3,"Medio"
"Dubai, UAE","Borough Central",25.253629,55.225868,3,"Medio"
"Ahmedabad, India","Borough Old Town",23.045779,72.583178,2,"Bajo"
"Bengaluru, India","Sector 1",12.995856,77.622202,2,"Bajo"
"Seoul, South Korea","District 22",37.605762,126.963086,1,"Alto"
"Kolkata, India","District 6",22.555843,88.257818,2,"Bajo"
"Philadelphia, USA","Sector 24",40.114737,-75.143184,2,"Bajo"
"Accra, Ghana","Ward D",5.619345,-0.166021,1,"Alto"
"London, UK","District 1",51.582485,-0.093592,2,"Bajo"
"New York, USA","Zone X",40.469026,-73.898442,2,"Bajo"
"Ahmedabad, India","Ward D",22.958424,72.628355,2,"Bajo"
"Delhi, India","District 1",28.667313,77.171789,1,"Alto"
"Paris, France","Borough West",48.890238,2.281881,1,"Alto"
"Buenos Aires, Argentina","Borough Harbor",-34.637909,-58.451537,1,"Alto"
"Istanbul, Türkiye","Borough South",40.94383,29.012533,3,"Medio"
"Jakarta, Indonesia","Borough Old Town",-6.263678,106.699099,2,"Bajo"
"Accra, Ghana","Ward C",5.501045,-0.31867,2,"Bajo"
"Guangzhou, China","Borough East",23.13066,113.311123,3,"Medio"
"Jakarta, Indonesia","District 5",-6.129638,106.846254,3,"Medio"
"Kuala Lumpur, Malaysia","District 1",3.127104,101.743543,3,"Medio"
"Karachi, Pakistan","Zone VII",24.906362,67.043272,3,"Medio"
"Chennai, India","Borough North",12.971753,80.189964,3,"Medio"
"Lima, Peru","Sector 10",-12.077452,-77.123727,1,"Alto"
"Rotterdam, Netherlands","District 17",51.868593,4.420131,2,"Bajo"
"Hyderabad, India","Sector 26",17.461849,78.502935,1,"Alto"
"Pune, India","District 20",18.489338,73.932663,2,"Bajo"
"Bogotá, Colombia","Ward J",4.705286,-74.032794,2,"Bajo"
"Rotterdam, Netherlands","Ward K",51.917995,4.490178,3,"Medio"
"Amsterdam, Netherlands","Sector 24",52.322792,4.935204,2,"Bajo"
"Dubai, UAE","Borough North",25.271056,55.398226,2,"Bajo"
"Sao Paulo, Brazil","Borough West",-23.557311,-46.654938,2,"Bajo"
"Vancouver, Canada","Zone X",49.254097,-122.992308,2,"Bajo"
"Manila, Philippines","Sector 22",14.59056,121.022218,2,"Bajo"
"Mumbai, India","Zone IV",19.117053,73.007688,1,"Alto"
"Mexico City, Mexico","Zone I",19.488129,-99.072101,1,"Alto"
"Hyderabad, India","Zone I",17.443307,78.351735,2,"Bajo"
"Seoul, South Korea","Sector 5",37.533384,126.879821,2,"Bajo"
"Washington DC, USA","Borough West",38.819708,-77.063099,2,"Bajo"
"Lima, Peru","Zone IX",-11.986187,-76.954354,3,"Medio"
"Kolkata, India","Sector 16",22.560685,88.275529,2,"Bajo"
"Singapore, Singapore","District 23",1.160615,103.679864,3,"Medio"
"Dubai, UAE","District 6",25.122209,55.161431,3,"Medio"
"Rio de Janeiro, Brazil","Borough Hillside",-23.022128,-43.209847,2,"Bajo"
"Paris, France","Zone X",48.773623,2.362798,3,"Medio"
"Hyderabad, India","Ward C",17.34567,78.435331,2,"Bajo"
"Durban, South Africa","Borough Old Town",-29.908283,31.042215,2,"Bajo"
"Riyadh, Saudi Arabia","Ward G",24.733444,46.584946,2,"Bajo"
"Tehran, Iran","Zone V",35.645564,51.461274,2,"Bajo"
"Nairobi, Kenya","Borough Harbor",-1.331729,36.851342,1,"Alto"
"Durban, South Africa","Ward A",-29.816668,30.933896,3,"Medio"
"Philadelphia, USA","Ward K",39.962015,-75.161309,2,"Bajo"
"Ahmedabad, India","Sector 30",23.196883,72.733346,2,"Bajo"
"Jakarta, Indonesia","Zone VIII",-6.150071,106.69981,2,"Bajo"
"Colombo, Sri Lanka","Borough East",6.782412,79.757041,2,"Bajo"
"Lima, Peru","District 26",-11.999194,-77.046337,2,"Bajo"
"Philadelphia, USA","Sector 6",39.830636,-75.160047,2,"Bajo"
"London, UK","Ward C",51.486246,-0.139597,2,"Bajo"
"Jakarta, Indonesia","Sector 21",-6.244949,106.706336,2,"Bajo"
"Mexico City, Mexico","Ward K",19.548505,-99.064033,1,"Alto"
"Vancouver, Canada","Borough Old Town",49.239396,-123.140558,1,"Alto"
"Chennai, India","Borough Old Town",13.074335,80.220845,3,"Medio"
"Miami, USA","Borough West",25.755035,-79.975037,3,"Medio"
"Istanbul, Türkiye","District 18",40.889105,29.058041,2,"Bajo"
"Barcelona, Spain","Borough North",41.463531,2.082965,3,"Medio"
"Lagos, Nigeria","Borough Hillside",6.555921,3.406728,2,"Bajo"
"Lima, Peru","Borough Old Town",-12.059378,-77.080852,1,"Alto"
"Buenos Aires, Argentina","Sector 27",-34.53649,-58.348884,2,"Bajo"
"New Orleans, USA","District 7",29.956204,-90.08749,2,"Bajo"
"Durban, South Africa","Borough South",-29.835853,30.98201,2,"Bajo"
"Shenzhen, China","Zone VII",22.655303,113.931653,2,"Bajo"
"Bangkok, Thailand","District 20",13.86683,100.382149,2,"Bajo"
"Auckland, New Zealand","Zone II",-36.782513,174.791502,1,"Alto"
"Bangkok, Thailand","Zone V",13.695715,100.533076,3,"Medio"
"Karachi, Pakistan","Ward K",24.871737,67.003027,2,"Bajo"
"San Francisco, USA","Borough Hillside",37.690249,-122.392396,2,"Bajo"
"Sao Paulo, Brazil","Zone IV",-23.496734,-46.433007,2,"Bajo"
"Singapore, Singapore","Sector 29",1.271992,103.805096,2,"Bajo"
"Rome, Italy","Borough North",42.026394,12.391153,3,"Medio"
"Sao Paulo, Brazil","Sector 11",-23.507695,-46.765201,3,"Medio"
"Durban, South Africa","Borough Harbor",-29.904586,31.047679,1,"Alto"
"Hanoi, Vietnam","District 2",21.007812,105.847113,3,"Medio"
"Osaka, Japan","Sector 11",34.617177,135.531037,2,"Bajo"
"Brisbane, Australia","District 16",-27.476446,152.988144,3,"Medio"
"Houston, USA","Zone V",29.797016,-95.385727,2,"Bajo"
"New York, USA","Ward A",40.655767,-73.973597,3,"Medio"
"Rotterdam, Netherlands","Zone II",52.020667,4.48802,1,"Alto"
"Washington DC, USA","Ward G",38.968952,-77.014721,3,"Medio"
"Karachi, Pakistan","District 16",24.797458,66.813457,1,"Alto"
"Chennai, India","Borough Delta",13.085968,80.268848,2,"Bajo"
"Cape Town, South Africa","Zone II",-34.062037,18.40062,2,"Bajo"
"Auckland, New Zealand","Zone II",-36.874419,174.887109,3,"Medio"
"Amsterdam, Netherlands","Zone IX",52.477076,4.916432,2,"Bajo"
"Singapore, Singapore","Sector 22",1.235723,103.753477,2,"Bajo"
"Osaka, Japan","Sector 9",34.564401,135.491588,2,"Bajo"
"Accra, Ghana","Borough Central",5.492264,-0.166883,3,"Medio"
"Lagos, Nigeria","Borough North",6.662943,3.494447,3,"Medio"
"Athens, Greece","Sector 23",37.910108,23.689854,2,"Bajo"
"Tokyo, Japan","District 26",35.676908,139.715177,1,"Alto"
"Copenhagen, Denmark","Sector 22",55.705705,12.593475,2,"Bajo"
"Karachi, Pakistan","Zone II",24.836456,66.972998,2,"Bajo"
"Taipei, Taiwan","Ward I",24.916641,121.583707,2,"Bajo"
"Sao Paulo, Brazil","Ward C",-23.464615,-46.611385,2,"Bajo"
"Kolkata, India","Borough West",22.539001,88.465002,1,"Alto"
"Cape Town, South Africa","Borough West",-33.918674,18.451922,3,"Medio"
"Delhi, India","Sector 15",28.635472,77.344476,2,"Bajo"
"Cape Town, South Africa","Sector 15",-33.969035,18.322638,2,"Bajo"
"Singapore, Singapore","District 29",1.349995,103.856521,3,"Medio"
"Ho Chi Minh City, Vietnam","District 23",10.801121,106.658887,1,"Alto"
"Houston, USA","Ward C",29.734851,-95.367471,2,"Bajo"
"Karachi, Pakistan","District 20",24.845006,67.137882,3,"Medio"
"Rotterdam, Netherlands","Borough Riverside",51.925171,4.543845,2,"Bajo"
"Accra, Ghana","Zone VI",5.653046,-0.213407,3,"Medio"
"Miami, USA","Sector 18",25.687468,-80.178397,1,"Alto"
"London, UK","Ward H",51.648201,0.009707,3,"Medio"
"Rio de Janeiro, Brazil","Sector 28",-22.847835,-43.168922,2,"Bajo"
"Shanghai, China","Zone X",31.340696,121.3909,2,"Bajo"
"Accra, Ghana","Borough Harbor",5.713856,-0.155188,2,"Bajo"
"Seoul, South Korea","Borough Riverside",37.624126,126.997375,1,"Alto"
"Riyadh, Saudi Arabia","Sector 16",24.748862,46.707945,2,"Bajo"
"Bogotá, Colombia","Zone IV",4.827368,-74.079459,2,"Bajo"
"Vancouver, Canada","Borough Central",49.229423,-123.064892,1,"Alto"
"Auckland, New Zealand","District 11",-36.777294,174.72991,1,"Alto"
"Chennai, India","Zone III",13.158168,80.346084,1,"Alto"
"Auckland, New Zealand","Ward H",-36.887958,174.707513,2,"Bajo"
"Philadelphia, USA","Ward I",39.95512,-75.114547,2,"Bajo"
"Ho Chi Minh City, Vietnam","Zone II",10.766218,106.701474,2,"Bajo"
"Ahmedabad, India","Sector 10",23.109766,72.510081,2,"Bajo"
"Mexico City, Mexico","Ward D",19.411528,-98.989933,2,"Bajo"
"London, UK","Borough Central",51.606573,-0.061731,2,"Bajo"
"Dubai, UAE","Zone I",25.317464,55.26053,2,"Bajo"
"Rio de Janeiro, Brazil","Zone V",-22.959798,-43.216563,1,"Alto"
"Ho Chi Minh City, Vietnam","Sector 20",10.915452,106.656895,3,"Medio"
"Shenzhen, China","District 5",22.416014,113.990211,3,"Medio"
"Brisbane, Australia","Borough Central",-27.514029,152.932383,3,"Medio"
"Paris, France","District 9",48.864973,2.399368,2,"Bajo"
"Dubai, UAE","Zone VI",25.284412,55.322374,3,"Medio"
"Seoul, South Korea","Sector 24",37.591389,126.960039,3,"Medio"
"Riyadh, Saudi Arabia","Ward J",24.796394,46.658875,2,"Bajo"
"Vancouver, Canada","Sector 11",49.226887,-123.141713,2,"Bajo"
"Seoul, South Korea","Zone X",37.55904,126.911568,1,"Alto"
"Kolkata, India","Sector 17",22.529005,88.303404,1,"Alto"
"Buenos Aires, Argentina","District 18",-34.576375,-58.36159,2,"Bajo"
"Chennai, India","Borough Delta",13.100024,80.240578,1,"Alto"
"Istanbul, Türkiye","Zone X",41.029481,28.879465,2,"Bajo"
"Dhaka, Bangladesh","Zone VII",23.765604,90.299735,3,"Medio"
"Buenos Aires, Argentina","Zone VI",-34.715362,-58.318522,2,"Bajo"
"Taipei, Taiwan","Zone VIII",24.979429,121.44545,2,"Bajo"
"Kuala Lumpur, Malaysia","Borough Delta",3.106396,101.66905,1,"Alto"
"Doha, Qatar","Zone IX",25.274993,51.57755,1,"Alto"
"Seoul, South Korea","District 2",37.562224,126.881014,2,"Bajo"
"Guangzhou, China","District 9",23.12453,113.428776,3,"Medio"
"Miami, USA","Sector 9",25.800998,-80.113941,2,"Bajo"
"Philadelphia, USA","Sector 12",39.989085,-75.233734,2,"Bajo"
"Rome, Italy","Sector 15",41.799145,12.562069,1,"Alto"
"New York, USA","District 27",40.794321,-74.021741,3,"Medio"
